pay_dt_quarter,consume_large_area_name,good_mid_class_merged,order_fst,order_re,order_wake,members,amt,qty,orders,tag_price_avg,tag_price_std,tag_price_min,tag_price_p10,tag_price_p25,tag_price_p50,tag_price_p75,tag_price_p90,tag_price_max,barg_price_avg,barg_price_std
2024Q3,可隆-东北,衬衫,109,129,20,206,299246.44,400,258,1193.37,224.7,766.44,912.49,1047.31,1193.37,1339.42,1474.24,1665.24,768.69,152.82
2024Q3,可隆-东北,针织夹克,134,313,88,442,882430.17,808,535,1495.04,221.32,1074.52,1218.38,1351.18,1495.04,1638.9,1771.69,1959.82,1114.43,146.81
2024Q3,可隆-东北,羽绒服,151,209,11,422,1389480.87,617,371,3464.62,820.98,1904.77,2438.4,2930.99,3464.62,3998.26,4490.85,5188.68,2257.98,356.3
2024Q3,可隆-东北,鞋,80,227,54,331,990638.25,630,361,2114.34,534.59,1098.61,1446.1,1766.85,2114.34,2461.82,2782.57,3236.97,1582.36,192.3
2024Q3,可隆-东北,马夹,103,209,55,267,802180.71,691,367,1805.39,462.66,926.34,1227.07,1504.66,1805.39,2106.12,2383.72,2776.98,1193.99,168.7
2024Q3,可隆-东北,软壳夹克,87,205,41,508,997030.13,509,333,2378.93,575.33,1285.8,1659.77,2004.97,2378.93,2752.89,3098.09,3587.12,1861.3,491.64
2024Q3,可隆-东北,配件,93,164,39,322,152627.62,541,296,407.5,98.29,220.76,284.65,343.62,407.5,471.39,530.36,613.9,309.71,60.58
2024Q3,可隆-东北,抓绒夹克,177,237,69,417,916804.4,794,483,1648.37,250.55,1172.32,1335.18,1485.51,1648.37,1811.23,1961.56,2174.54,1159.99,192.1
2024Q3,可隆-东北,防风夹克,529,450,50,911,2874895.8,1511,1029,2676.51,487.44,1750.38,2067.21,2359.67,2676.51,2993.34,3285.81,3700.13,1859.48,403.99
2024Q3,可隆-东北,其他,88,124,18,194,52223.36,308,230,292.35,68.51,162.18,206.71,247.82,292.35,336.88,377.99,436.22,176.52,44.93
2024Q3,可隆-东北,棉服,222,233,61,408,1427228.76,710,516,2708.76,501.59,1755.74,2081.77,2382.73,2708.76,3034.8,3335.75,3762.11,2038.64,454.19
2024Q3,可隆-东北,连衣裙,58,50,11,132,190593.5,168,119,1378.91,218.73,963.33,1105.5,1236.74,1378.91,1521.08,1652.32,1838.23,1084.57,211.54
2024Q3,可隆-东北,短裤,108,135,33,219,227477.42,455,276,865.03,196.01,492.62,620.02,737.63,865.03,992.44,1110.04,1276.65,516.11,65.55
2024Q3,可隆-华东,防水夹克,445,458,97,770,3738693.67,1546,1000,3120.16,828.78,1545.47,2084.18,2581.45,3120.16,3658.87,4156.14,4860.61,2586.79,704.05
2024Q3,可隆-华东,卫衣,349,446,91,849,1220695.41,1308,886,1090.43,237.98,638.26,792.95,935.74,1090.43,1245.11,1387.9,1590.19,956.26,227.18
2024Q3,可隆-华东,长袖T恤,441,602,153,972,897085.97,1878,1196,773.09,120.77,543.62,622.12,694.59,773.09,851.6,924.06,1026.72,444.17,58.48
2024Q3,可隆-华东,三合一夹克,246,332,47,521,4067706.45,995,625,5243.66,960.93,3417.89,4042.5,4619.06,5243.66,5868.27,6444.83,7261.62,3829.96,968.55
2024Q3,可隆-华东,POLO,457,531,149,819,1157308.02,1820,1137,910.84,193.57,543.06,668.88,785.02,910.84,1036.66,1152.8,1317.33,610.92,157.1
2024Q3,可隆-华东,短袖T恤,339,656,159,1113,1069588.6,1724,1154,722.74,132.82,470.38,556.71,636.4,722.74,809.07,888.76,1001.65,608.19,119.68
2024Q3,可隆-华东,长裤,616,503,113,929,1820450.6,1711,1232,1347.76,215.59,938.15,1078.28,1207.63,1347.76,1487.89,1617.25,1800.5,1028.28,216.73
2024Q3,可隆-华东,衬衫,236,394,43,590,895297.83,1027,673,1117.51,320.91,507.79,716.38,908.92,1117.51,1326.1,1518.65,1791.42,851.93,176.34
2024Q3,可隆-华东,针织夹克,183,303,57,578,667176.34,839,543,1495.06,399.24,736.5,996.01,1235.55,1495.06,1754.56,1994.11,2333.46,840.16,112.82
2024Q3,可隆-华东,羽绒服,183,235,73,417,2128688.06,718,491,3712.26,1087.12,1646.73,2353.36,3005.63,3712.26,4418.88,5071.15,5995.2,2980.78,529.82
2024Q3,可隆-华东,鞋,318,491,34,761,1566958.87,1159,843,1959.18,290.3,1407.6,1596.3,1770.48,1959.18,2147.87,2322.06,2568.82,1389.22,350.38
2024Q3,可隆-华东,马夹,156,258,44,422,938405.51,687,458,1999.87,400.44,1239.04,1499.32,1739.59,1999.87,2260.16,2500.42,2840.79,1273.11,279.6
2024Q3,可隆-华东,软壳夹克,454,392,133,896,2887493.49,1505,979,2641.73,762.03,1193.86,1689.18,2146.4,2641.73,3137.05,3594.27,4242.0,2064.69,567.73
2024Q3,可隆-华东,配件,317,163,151,584,290884.17,827,631,409.96,84.19,250.01,304.73,355.24,409.96,464.68,515.2,586.76,331.22,39.91
2024Q3,可隆-华东,抓绒夹克,188,378,17,509,758485.14,769,583,1798.43,337.34,1157.48,1376.75,1579.16,1798.43,2017.71,2220.11,2506.85,1024.19,253.88
2024Q3,可隆-华东,防风夹克,420,228,145,752,2936803.05,1484,793,2780.64,454.14,1917.77,2212.96,2485.44,2780.64,3075.83,3348.31,3734.33,1974.5,529.46
2024Q3,可隆-华东,其他,82,64,23,158,47729.26,231,169,279.53,49.86,184.79,217.2,247.12,279.53,311.94,341.86,384.25,197.6,26.69
2024Q3,可隆-华东,棉服,259,296,106,521,1568025.4,839,661,2617.07,635.68,1409.29,1822.48,2203.88,2617.07,3030.26,3411.67,3951.99,1836.24,447.07
2024Q3,可隆-华东,连衣裙,69,123,21,192,237428.88,295,213,1656.52,339.2,1012.05,1232.52,1436.04,1656.52,1877.0,2080.51,2368.83,825.63,220.39
2024Q3,可隆-华东,短裤,397,230,88,544,924679.86,1454,715,849.67,226.7,418.94,566.3,702.32,849.67,997.03,1133.05,1325.75,608.5,110.61
2024Q3,可隆-华北,防水夹克,649,469,137,953,4678312.7,2011,1255,3726.17,828.27,2152.45,2690.83,3187.79,3726.17,4264.54,4761.5,5465.54,2429.74,675.58
2024Q3,可隆-华北,卫衣,454,403,44,747,1232309.13,1615,901,1197.2,346.97,537.96,763.49,971.67,1197.2,1422.73,1630.92,1925.84,773.19,201.58
2024Q3,可隆-华北,长袖T恤,349,538,143,751,1379025.85,1664,1030,1008.84,303.17,432.82,629.88,811.78,1008.84,1205.9,1387.79,1645.49,853.78,145.75
2024Q3,可隆-华北,三合一夹克,164,206,31,329,1302164.71,497,401,4264.64,1222.41,1942.06,2736.62,3470.07,4264.64,5059.2,5792.65,6831.7,2534.65,365.78
2024Q3,可隆-华北,POLO,344,506,121,865,1321395.79,1604,971,1071.99,266.15,566.3,739.3,898.99,1071.99,1244.99,1404.68,1630.91,843.49,143.55
2024Q3,可隆-华北,短袖T恤,271,343,119,743,692682.03,1267,733,756.26,117.35,533.29,609.57,679.98,756.26,832.53,902.95,1002.69,518.26,134.21
2024Q3,可隆-华北,长裤,362,393,168,786,1281802.8,1650,923,1112.69,326.08,493.14,705.09,900.74,1112.69,1324.64,1520.29,1797.46,761.74,203.21
2024Q3,可隆-华北,衬衫,210,178,63,531,633909.7,829,451,1017.07,143.13,745.12,838.15,924.03,1017.07,1110.11,1195.99,1317.65,757.81,134.42
2024Q3,可隆-华北,针织夹克,69,127,35,244,295938.03,317,231,1504.56,416.14,713.9,984.38,1234.07,1504.56,1775.04,2024.73,2378.44,959.61,198.42
2024Q3,可隆-华北,羽绒服,187,226,65,492,1938339.96,761,478,3367.83,780.41,1885.04,2392.31,2860.56,3367.83,3875.1,4343.34,5006.69,2458.22,577.68
2024Q3,可隆-华北,鞋,431,391,130,730,1881817.62,1549,952,1869.88,390.63,1127.68,1381.59,1615.97,1869.88,2123.79,2358.17,2690.21,1227.83,225.15
2024Q3,可隆-华北,马夹,181,115,39,292,582399.09,474,335,1728.42,400.78,966.94,1227.45,1467.92,1728.42,1988.93,2229.4,2570.06,1227.0,343.39
2024Q3,可隆-华北,软壳夹克,319,406,131,760,2030909.83,1419,856,2300.7,329.42,1674.81,1888.93,2086.58,2300.7,2514.82,2712.47,2992.48,1422.54,208.58
2024Q3,可隆-华北,配件,226,292,52,529,238821.34,908,570,381.4,87.95,214.3,271.47,324.24,381.4,438.57,491.34,566.1,256.18,37.12
2024Q3,可隆-华北,抓绒夹克,140,275,54,327,871830.23,780,469,1496.07,377.92,778.02,1023.67,1250.42,1496.07,1741.72,1968.47,2289.71,1161.82,270.35
2024Q3,可隆-华北,防风夹克,298,595,136,976,3657230.95,1747,1029,2463.39,591.95,1338.68,1723.45,2078.62,2463.39,2848.15,3203.32,3706.48,2020.87,515.15
2024Q3,可隆-华北,其他,75,119,28,179,96466.6,370,222,313.39,82.72,156.23,210.0,259.63,313.39,367.16,416.79,487.1,249.87,49.29
2024Q3,可隆-华北,棉服,328,320,90,637,1832335.41,1096,738,2849.27,902.31,1134.87,1721.37,2262.76,2849.27,3435.77,3977.16,4744.13,1553.01,213.25
2024Q3,可隆-华北,连衣裙,68,92,20,148,236047.57,216,180,1498.48,463.6,617.64,918.98,1197.14,1498.48,1799.82,2077.98,2472.05,1088.43,179.58
2024Q3,可隆-华北,短裤,304,350,82,482,717392.95,1005,736,877.08,206.39,484.95,619.1,742.93,877.08,1011.23,1135.06,1310.49,648.57,119.96
2024Q3,可隆-华南,防水夹克,373,782,108,1136,5400715.2,2199,1263,3267.13,814.86,1718.89,2248.55,2737.47,3267.13,3796.79,4285.71,4978.35,2298.3,411.07
2024Q3,可隆-华南,卫衣,193,164,47,314,585743.09,617,404,1310.5,369.29,608.86,848.9,1070.47,1310.5,1550.54,1772.11,2086.0,930.27,134.7
2024Q3,可隆-华南,长袖T恤,310,783,145,1051,1221612.28,1931,1238,867.77,239.85,412.06,567.96,711.87,867.77,1023.67,1167.58,1371.45,587.67,128.42
2024Q3,可隆-华南,三合一夹克,217,305,87,523,2439458.79,1107,609,3758.6,999.01,1860.48,2509.84,3109.24,3758.6,4407.96,5007.37,5856.53,2164.6,552.5
2024Q3,可隆-华南,POLO,383,469,55,763,990289.71,1645,907,995.15,189.4,635.28,758.4,872.04,995.15,1118.26,1231.9,1392.9,612.22,108.36
2024Q3,可隆-华南,短袖T恤,242,301,49,485,598111.43,987,592,744.05,122.55,511.2,590.86,664.39,744.05,823.71,897.25,1001.42,573.31,77.76
2024Q3,可隆-华南,长裤,484,445,155,1029,2160153.98,1894,1084,1598.15,439.21,763.65,1049.14,1312.67,1598.15,1883.64,2147.17,2520.5,1135.16,279.71
2024Q3,可隆-华南,衬衫,159,204,43,338,392100.98,557,406,1083.41,340.77,435.94,657.45,861.91,1083.41,1304.91,1509.38,1799.03,697.41,116.15
2024Q3,可隆-华南,针织夹克,188,262,26,383,560703.31,709,476,1478.33,218.0,1064.13,1205.83,1336.63,1478.33,1620.03,1750.84,1936.14,843.23,211.03
2024Q3,可隆-华南,羽绒服,266,358,57,684,3345056.68,1093,681,3827.02,776.8,2351.11,2856.03,3322.11,3827.02,4331.94,4798.02,5458.3,2819.44,457.79
2024Q3,可隆-华南,鞋,149,160,67,374,1092307.19,646,376,2485.33,495.46,1543.95,1866.0,2163.28,2485.33,2807.37,3104.65,3525.79,1652.3,310.08
2024Q3,可隆-华南,马夹,116,302,70,399,823210.05,627,488,1735.1,531.39,725.47,1070.87,1389.7,1735.1,2080.5,2399.33,2851.01,1333.11,196.68
2024Q3,可隆-华南,软壳夹克,351,481,126,759,3358236.74,1587,958,2501.02,437.93,1668.94,1953.6,2216.36,2501.02,2785.67,3048.43,3420.68,2048.72,291.69
2024Q3,可隆-华南,配件,177,481,98,548,351268.13,1205,756,423.16,98.32,236.34,300.25,359.25,423.16,487.07,546.06,629.63,284.5,39.7
2024Q3,可隆-华南,抓绒夹克,153,250,43,317,574665.83,674,446,1616.14,273.38,1096.72,1274.42,1438.45,1616.14,1793.84,1957.87,2190.25,893.33,182.67
2024Q3,可隆-华南,防风夹克,281,401,164,554,3944934.94,1506,846,2736.8,396.42,1983.6,2241.28,2479.13,2736.8,2994.48,3232.33,3569.29,2358.34,625.65
2024Q3,可隆-华南,其他,66,134,17,215,47839.43,331,217,246.42,76.95,100.22,150.24,196.41,246.42,296.44,342.61,408.01,149.17,38.69
2024Q3,可隆-华南,棉服,204,208,66,426,1602875.38,835,478,3018.01,946.59,1219.48,1834.77,2402.72,3018.01,3633.3,4201.25,5005.86,2096.09,575.65
2024Q3,可隆-华南,连衣裙,59,84,10,129,262553.11,243,153,1526.32,306.15,944.63,1143.63,1327.32,1526.32,1725.32,1909.01,2169.24,1116.9,143.69
2024Q3,可隆-华南,短裤,153,144,56,286,272945.96,533,353,676.87,169.8,354.25,464.62,566.5,676.87,787.24,889.12,1033.45,567.58,156.89
2024Q3,可隆-华西,防水夹克,414,474,139,872,3877913.39,2075,1027,2957.17,810.51,1417.19,1944.03,2430.34,2957.17,3484.0,3970.31,4659.25,1899.99,388.39
2024Q3,可隆-华西,卫衣,380,313,123,631,1270221.55,1496,816,1233.29,350.71,566.94,794.9,1005.33,1233.29,1461.25,1671.67,1969.78,842.87,182.08
2024Q3,可隆-华西,长袖T恤,273,341,39,559,773667.28,975,653,954.73,218.71,539.18,681.34,812.57,954.73,1096.89,1228.12,1414.03,741.0,164.75
2024Q3,可隆-华西,三合一夹克,113,199,47,306,1778030.42,575,359,3997.73,1252.96,1617.1,2431.52,3183.3,3997.73,4812.16,5563.93,6628.95,3338.02,904.85
2024Q3,可隆-华西,POLO,292,251,66,523,740401.81,1025,609,950.43,144.39,676.09,769.94,856.57,950.43,1044.28,1130.91,1253.64,713.4,175.49
2024Q3,可隆-华西,短袖T恤,528,379,187,758,937266.86,1802,1094,731.73,195.65,360.0,487.17,604.56,731.73,858.9,976.29,1142.59,523.1,138.35
2024Q3,可隆-华西,长裤,181,348,103,708,1069390.3,951,632,1489.64,302.78,914.37,1111.17,1292.84,1489.64,1686.45,1868.11,2125.47,1144.93,282.74
2024Q3,可隆-华西,衬衫,88,113,10,204,268749.51,353,211,1054.38,303.83,477.1,674.59,856.89,1054.38,1251.86,1434.16,1692.41,808.12,123.69
2024Q3,可隆-华西,针织夹克,154,214,81,435,665221.43,869,449,1325.03,206.75,932.21,1066.59,1190.64,1325.03,1459.41,1583.46,1759.19,763.86,179.22
2024Q3,可隆-华西,羽绒服,356,374,70,636,3097112.46,1255,800,3370.05,1060.0,1356.04,2045.04,2681.04,3370.05,4059.05,4695.05,5596.05,2474.79,610.12
2024Q3,可隆-华西,鞋,148,219,90,431,1271741.53,827,457,1995.79,355.62,1320.1,1551.25,1764.63,1995.79,2226.94,2440.32,2742.6,1517.85,417.89
2024Q3,可隆-华西,马夹,102,145,56,286,319579.4,332,303,1582.19,466.94,695.0,998.51,1278.68,1582.19,1885.69,2165.86,2562.76,934.75,223.25
2024Q3,可隆-华西,软壳夹克,206,229,97,512,2108402.63,887,532,2541.48,610.9,1380.77,1777.86,2144.4,2541.48,2938.56,3305.1,3824.37,2359.95,432.3
2024Q3,可隆-华西,配件,147,152,24,371,150482.33,491,323,450.83,140.09,184.65,275.71,359.77,450.83,541.89,625.94,745.02,303.65,57.64
2024Q3,可隆-华西,抓绒夹克,135,173,45,370,594729.38,452,353,1681.34,436.43,852.12,1135.8,1397.66,1681.34,1965.01,2226.87,2597.84,1279.66,220.06
2024Q3,可隆-华西,防风夹克,293,390,104,702,2618242.99,1200,787,2436.63,485.75,1513.7,1829.44,2120.89,2436.63,2752.36,3043.81,3456.7,2086.39,372.66
2024Q3,可隆-华西,其他,58,59,24,101,42956.95,149,141,366.05,91.66,191.9,251.48,306.48,366.05,425.63,480.62,558.53,275.77,33.82
2024Q3,可隆-华西,棉服,142,340,15,415,1764775.51,765,497,3276.19,776.41,1801.01,2305.68,2771.52,3276.19,3780.85,4246.7,4906.64,2316.94,303.86
2024Q3,可隆-华西,连衣裙,44,42,10,83,184395.13,162,96,1614.09,511.86,641.57,974.27,1281.39,1614.09,1946.8,2253.91,2688.99,1203.25,196.13
2024Q3,可隆-华西,短裤,179,196,56,375,423185.42,695,431,746.64,210.88,345.96,483.03,609.56,746.64,883.71,1010.24,1189.49,584.18,154.04
2024Q3,可隆-安徽,防水夹克,217,270,63,415,1748881.42,831,550,3450.18,807.22,1916.46,2441.15,2925.48,3450.18,3974.87,4459.2,5145.33,2376.16,435.96
2024Q3,可隆-安徽,卫衣,204,263,52,470,463894.21,688,519,984.37,237.88,532.39,687.01,829.74,984.37,1138.99,1281.72,1483.92,700.36,167.38
2024Q3,可隆-安徽,长袖T恤,336,207,69,532,614687.57,1001,612,940.87,267.1,433.38,606.99,767.25,940.87,1114.48,1274.74,1501.77,646.68,179.53
2024Q3,可隆-安徽,三合一夹克,136,206,47,361,2091367.96,714,389,4294.13,911.84,2561.62,3154.32,3701.43,4294.13,4886.82,5433.93,6209.0,2981.24,765.52
2024Q3,可隆-安徽,POLO,196,163,60,307,557974.62,702,419,980.3,166.42,664.1,772.27,872.12,980.3,1088.47,1188.32,1329.78,785.81,103.23
2024Q3,可隆-安徽,短袖T恤,238,385,65,567,458827.8,946,688,736.07,130.54,488.05,572.9,651.22,736.07,820.92,899.25,1010.2,473.0,74.99
2024Q3,可隆-安徽,长裤,153,258,46,386,759050.35,694,457,1394.99,412.5,611.24,879.37,1126.87,1394.99,1663.12,1910.62,2261.25,1054.68,167.75
2024Q3,可隆-安徽,衬衫,120,135,48,324,346868.16,441,303,1070.66,266.17,564.94,737.95,897.65,1070.66,1243.67,1403.37,1629.61,785.14,95.85
2024Q3,可隆-安徽,针织夹克,207,164,30,347,728919.9,686,401,1526.39,234.35,1081.13,1233.45,1374.06,1526.39,1678.71,1819.32,2018.51,1049.2,189.08
2024Q3,可隆-安徽,羽绒服,134,160,24,271,1231677.09,513,318,3624.58,661.56,2367.62,2797.63,3194.57,3624.58,4054.59,4451.53,5013.85,2426.45,597.34
2024Q3,可隆-安徽,鞋,152,228,73,390,1044433.87,633,453,2201.41,656.03,954.96,1381.38,1774.99,2201.41,2627.83,3021.45,3579.07,1542.57,356.47
2024Q3,可隆-安徽,马夹,128,76,41,246,509154.85,367,245,1894.75,316.85,1292.74,1498.69,1688.8,1894.75,2100.71,2290.82,2560.14,1361.41,349.8
2024Q3,可隆-安徽,软壳夹克,170,364,52,591,1954106.08,980,586,2624.91,766.63,1168.32,1666.63,2126.61,2624.91,3123.22,3583.2,4234.84,2075.47,259.7
2024Q3,可隆-安徽,配件,149,207,20,309,147977.5,516,376,395.53,111.59,183.51,256.05,323.0,395.53,468.06,535.01,629.86,321.92,62.64
2024Q3,可隆-安徽,抓绒夹克,103,145,50,209,639105.16,525,298,1988.54,279.51,1457.47,1639.15,1806.86,1988.54,2170.22,2337.92,2575.51,1321.77,303.23
2024Q3,可隆-安徽,防风夹克,92,182,26,250,740396.65,479,300,2232.57,376.21,1517.77,1762.31,1988.03,2232.57,2477.1,2702.82,3022.6,1639.56,423.1
2024Q3,可隆-安徽,其他,35,59,16,96,42534.19,166,110,347.74,81.36,193.16,246.04,294.86,347.74,400.62,449.43,518.59,261.04,56.65
2024Q3,可隆-安徽,棉服,106,145,11,273,723091.53,379,262,2613.37,725.96,1234.04,1705.92,2141.5,2613.37,3085.25,3520.83,4137.9,1890.67,467.81
2024Q3,可隆-安徽,连衣裙,30,44,6,67,118138.96,125,80,1338.2,221.92,916.54,1060.79,1193.95,1338.2,1482.45,1615.6,1804.24,946.9,231.54
2024Q3,可隆-安徽,短裤,95,90,30,205,133448.17,284,215,772.17,123.07,538.34,618.33,692.17,772.17,852.16,926.0,1030.6,465.05,128.68
2024Q3,可隆-山西,防水夹克,175,172,49,486,1408977.74,587,396,3072.22,591.81,1947.78,2332.46,2687.54,3072.22,3456.9,3811.98,4315.02,2509.59,314.31
2024Q3,可隆-山西,卫衣,113,161,61,298,479735.96,580,335,1291.91,288.33,744.09,931.5,1104.5,1291.91,1479.33,1652.33,1897.41,883.85,155.44
2024Q3,可隆-山西,长袖T恤,108,270,68,496,537430.74,618,446,906.58,141.81,637.14,729.32,814.41,906.58,998.76,1083.85,1204.39,835.54,201.02
2024Q3,可隆-山西,三合一夹克,195,156,43,352,1757243.3,545,394,4451.43,940.05,2665.34,3276.37,3840.4,4451.43,5062.46,5626.49,6425.53,3570.39,847.93
2024Q3,可隆-山西,POLO,158,365,38,429,656254.74,851,561,974.72,256.41,487.54,654.2,808.05,974.72,1141.38,1295.23,1513.18,735.46,164.2
2024Q3,可隆-山西,短袖T恤,252,225,63,487,557275.82,879,540,885.26,159.04,583.09,686.46,781.88,885.26,988.63,1084.05,1219.23,642.65,85.59
2024Q3,可隆-山西,长裤,188,311,53,618,798400.22,962,552,1359.36,220.08,941.2,1084.26,1216.3,1359.36,1502.41,1634.45,1821.52,782.89,150.75
2024Q3,可隆-山西,衬衫,113,180,19,256,438100.15,515,312,1095.25,274.59,573.52,752.01,916.76,1095.25,1273.74,1438.49,1671.9,751.93,141.05
2024Q3,可隆-山西,针织夹克,115,241,30,295,692106.84,645,386,1513.18,319.06,906.97,1114.36,1305.79,1513.18,1720.57,1912.0,2183.2,1111.5,179.3
2024Q3,可隆-山西,羽绒服,238,288,48,455,1466236.31,697,574,3496.18,625.69,2307.38,2714.08,3089.49,3496.18,3902.88,4278.29,4810.12,2197.83,290.38
2024Q3,可隆-山西,鞋,151,172,36,306,1040788.49,659,359,2329.62,362.72,1640.45,1876.22,2093.85,2329.62,2565.38,2783.01,3091.33,1589.98,444.62
2024Q3,可隆-山西,马夹,131,166,46,286,745834.94,525,343,1796.5,408.32,1020.69,1286.1,1531.09,1796.5,2061.91,2306.91,2653.98,1400.21,183.92
2024Q3,可隆-山西,软壳夹克,244,313,113,419,1361752.16,709,670,2671.23,631.91,1470.61,1881.35,2260.49,2671.23,3081.97,3461.12,3998.24,1938.16,315.37
2024Q3,可隆-山西,配件,132,164,49,284,209902.55,548,345,397.95,88.45,229.89,287.38,340.45,397.95,455.44,508.51,583.69,376.27,56.62
2024Q3,可隆-山西,抓绒夹克,106,150,12,255,384443.3,376,268,1608.13,286.74,1063.32,1249.71,1421.75,1608.13,1794.51,1966.55,2210.28,1020.22,144.48
2024Q3,可隆-山西,防风夹克,85,171,30,300,839620.06,461,286,2692.27,699.99,1362.29,1817.28,2237.27,2692.27,3147.26,3567.26,4162.25,1814.39,413.92
2024Q3,可隆-山西,其他,30,54,8,100,39513.19,144,92,328.81,96.8,144.89,207.81,265.89,328.81,391.73,449.81,532.09,255.35,43.01
2024Q3,可隆-山西,棉服,107,93,46,202,859756.6,463,246,2743.73,633.17,1540.72,1952.27,2332.17,2743.73,3155.29,3535.19,4073.38,1946.02,238.54
2024Q3,可隆-山西,连衣裙,31,50,9,75,101547.8,137,90,1344.51,278.3,815.74,996.64,1163.61,1344.51,1525.4,1692.38,1928.93,763.97,203.48
2024Q3,可隆-山西,短裤,114,166,29,212,249299.23,401,309,909.24,196.36,536.16,663.79,781.61,909.24,1036.87,1154.69,1321.6,642.83,105.12
2024Q3,可隆-西北,防水夹克,290,247,18,497,2476621.9,881,555,3605.51,1025.74,1656.6,2323.33,2938.78,3605.51,4272.24,4887.69,5759.57,2481.04,391.96
2024Q3,可隆-西北,卫衣,138,181,26,281,360995.8,503,345,1070.83,290.2,519.44,708.07,882.2,1070.83,1259.46,1433.58,1680.26,688.36,189.34
2024Q3,可隆-西北,长袖T恤,243,401,44,560,647707.01,999,688,777.28,172.55,449.42,561.58,665.12,777.28,889.43,992.97,1139.64,678.35,144.51
2024Q3,可隆-西北,三合一夹克,149,119,31,272,1545555.89,483,299,4275.42,800.45,2754.56,3274.85,3755.12,4275.42,4795.71,5275.98,5956.37,3156.98,422.58
2024Q3,可隆-西北,POLO,220,310,95,465,674015.16,884,625,1192.08,176.41,856.9,971.57,1077.41,1192.08,1306.74,1412.59,1562.53,790.34,178.48
2024Q3,可隆-西北,短袖T恤,327,312,96,511,548905.58,1131,735,701.55,133.09,448.69,535.19,615.05,701.55,788.06,867.91,981.04,474.15,87.32
2024Q3,可隆-西北,长裤,203,145,86,376,1109664.51,830,434,1455.25,273.95,934.74,1112.81,1277.18,1455.25,1633.32,1797.69,2030.55,1306.08,223.24
2024Q3,可隆-西北,衬衫,124,124,52,237,419398.4,463,300,1119.84,355.8,443.82,675.09,888.57,1119.84,1351.11,1564.59,1867.02,874.16,196.29
2024Q3,可隆-西北,针织夹克,81,134,34,197,382049.72,421,249,1361.88,404.95,592.48,855.7,1098.67,1361.88,1625.1,1868.07,2212.28,964.09,251.26
2024Q3,可隆-西北,羽绒服,206,221,104,471,1763253.33,826,531,3278.91,795.87,1766.76,2284.08,2761.6,3278.91,3796.23,4273.75,4950.24,2269.73,615.08
2024Q3,可隆-西北,鞋,139,251,43,359,981359.37,537,433,2216.05,679.29,925.4,1366.93,1774.51,2216.05,2657.58,3065.16,3642.55,1745.9,349.79
2024Q3,可隆-西北,马夹,77,91,38,173,460423.15,315,206,1996.39,284.09,1456.62,1641.28,1811.73,1996.39,2181.05,2351.51,2592.98,1445.34,333.75
2024Q3,可隆-西北,软壳夹克,131,373,81,540,1169358.51,684,585,2371.94,415.35,1582.79,1852.76,2101.97,2371.94,2641.92,2891.12,3244.17,1700.96,458.67
2024Q3,可隆-西北,配件,93,100,34,192,89064.39,375,227,346.95,89.31,177.26,235.31,288.9,346.95,405.0,458.59,534.5,222.32,39.64
2024Q3,可隆-西北,抓绒夹克,107,84,20,166,402614.87,315,211,1717.7,414.38,930.38,1199.73,1448.35,1717.7,1987.04,2235.67,2587.89,1318.58,268.01
2024Q3,可隆-西北,防风夹克,89,382,56,397,1810475.21,890,527,2591.49,372.94,1882.9,2125.32,2349.08,2591.49,2833.91,3057.67,3374.67,1876.93,321.38
2024Q3,可隆-西北,其他,53,47,17,107,44569.24,188,117,337.62,80.09,185.46,237.51,285.56,337.62,389.68,437.73,505.8,255.98,32.88
2024Q3,可隆-西北,棉服,46,128,42,210,564124.79,300,216,2393.21,349.97,1728.27,1955.75,2165.73,2393.21,2620.7,2830.68,3128.15,1889.0,460.09
2024Q3,可隆-西北,连衣裙,26,48,3,79,129751.91,99,77,1537.17,269.33,1025.45,1200.51,1362.1,1537.17,1712.23,1873.83,2102.76,1221.13,213.98
2024Q3,可隆-西北,短裤,163,56,46,191,256349.73,453,265,848.18,174.59,516.46,629.94,734.7,848.18,961.67,1066.42,1214.82,583.37,96.4
2024Q3,可隆-电商,防水夹克,593,941,154,1791,8431882.16,2699,1688,3554.03,686.63,2249.43,2695.74,3107.72,3554.03,4000.34,4412.32,4995.95,2922.64,411.19
2024Q3,可隆-电商,卫衣,473,984,166,1168,2005670.41,2167,1623,1196.28,296.61,632.72,825.51,1003.48,1196.28,1389.08,1567.04,1819.16,921.74,235.29
2024Q3,可隆-电商,长袖T恤,612,531,103,1105,1652434.96,2531,1246,1057.38,221.22,637.06,780.85,913.58,1057.38,1201.17,1333.9,1521.94,653.3,97.12
2024Q3,可隆-电商,三合一夹克,539,359,124,782,4418618.0,1717,1022,4192.01,1187.79,1935.21,2707.28,3419.95,4192.01,4964.08,5676.75,6686.37,2448.75,401.65
2024Q3,可隆-电商,POLO,361,226,85,679,683853.62,867,672,1039.75,244.91,574.43,733.62,880.56,1039.75,1198.94,1345.89,1554.05,807.45,136.96
2024Q3,可隆-电商,短袖T恤,470,751,230,1145,1045107.97,2414,1451,702.97,139.46,438.0,528.65,612.32,702.97,793.62,877.3,995.84,431.29,65.86
2024Q3,可隆-电商,长裤,455,753,116,1154,2033242.41,2050,1324,1484.54,237.54,1033.21,1187.61,1330.14,1484.54,1638.94,1781.46,1983.37,1011.89,138.87
